Word,Count,POS,Definition
U+1F9E3,1086,emoji number: 1086,scarf
U+1F9E4,1087,emoji number: 1087,gloves
U+1F9E5,1088,emoji number: 1088,coat
U+1F9E6,1089,emoji number: 1089,socks
U+1F457,1090,emoji number: 1090,dress
U+1F458,1091,emoji number: 1091,kimono
U+1F97B,1092,emoji number: 1092,sari
U+1FA71,1093,emoji number: 1093,one-piece swimsuit
U+1FA72,1094,emoji number: 1094,briefs
U+1FA73,1095,emoji number: 1095,shorts
U+1F459,1096,emoji number: 1096,bikini
U+1F45A,1097,emoji number: 1097,woman’s clothes
U+1F45B,1098,emoji number: 1098,purse
U+1F45C,1099,emoji number: 1099,handbag
U+1F45D,1100,emoji number: 1100,clutch bag
U+1F6CD,1101,emoji number: 1101,shopping bags
U+1F392,1102,emoji number: 1102,backpack
U+1FA74,1103,emoji number: 1103,thong sandal
U+1F45E,1104,emoji number: 1104,man’s shoe
U+1F45F,1105,emoji number: 1105,running shoe
U+1F97E,1106,emoji number: 1106,hiking boot
U+1F97F,1107,emoji number: 1107,flat shoe
U+1F460,1108,emoji number: 1108,high-heeled shoe
U+1F461,1109,emoji number: 1109,woman’s sandal
U+1FA70,1110,emoji number: 1110,ballet shoes
U+1F462,1111,emoji number: 1111,woman’s boot
U+1F451,1112,emoji number: 1112,crown
U+1F452,1113,emoji number: 1113,woman’s hat
U+1F3A9,1114,emoji number: 1114,top hat
U+1F393,1115,emoji number: 1115,graduation cap
U+1F9E2,1116,emoji number: 1116,billed cap
U+1FA96,1117,emoji number: 1117,military helmet
U+26D1,1118,emoji number: 1118,rescue worker’s helmet
U+1F4FF,1119,emoji number: 1119,prayer beads
U+1F484,1120,emoji number: 1120,lipstick
U+1F48D,1121,emoji number: 1121,ring
U+1F48E,1122,emoji number: 1122,gem stone
U+1F507,1123,emoji number: 1123,muted speaker
U+1F508,1124,emoji number: 1124,speaker low volume
U+1F509,1125,emoji number: 1125,speaker medium volume
U+1F50A,1126,emoji number: 1126,speaker high volume
U+1F4E2,1127,emoji number: 1127,loudspeaker
U+1F4E3,1128,emoji number: 1128,megaphone
U+1F4EF,1129,emoji number: 1129,postal horn
U+1F514,1130,emoji number: 1130,bell
U+1F515,1131,emoji number: 1131,bell with slash
U+1F3BC,1132,emoji number: 1132,musical score
U+1F3B5,1133,emoji number: 1133,musical note
U+1F3B6,1134,emoji number: 1134,musical notes
U+1F399,1135,emoji number: 1135,studio microphone
U+1F39A,1136,emoji number: 1136,level slider
U+1F39B,1137,emoji number: 1137,control knobs
U+1F3A4,1138,emoji number: 1138,microphone
U+1F3A7,1139,emoji number: 1139,headphone
U+1F4FB,1140,emoji number: 1140,radio
U+1F3B7,1141,emoji number: 1141,saxophone
U+1FA97,1142,emoji number: 1142,accordion
U+1F3B8,1143,emoji number: 1143,guitar
U+1F3B9,1144,emoji number: 1144,musical keyboard
U+1F3BA,1145,emoji number: 1145,trumpet
U+1F3BB,1146,emoji number: 1146,violin
U+1FA95,1147,emoji number: 1147,banjo
U+1F941,1148,emoji number: 1148,drum
U+1FA98,1149,emoji number: 1149,long drum
U+1F4F1,1150,emoji number: 1150,mobile phone
U+1F4F2,1151,emoji number: 1151,mobile phone with arrow
U+260E,1152,emoji number: 1152,telephone
U+1F4DE,1153,emoji number: 1153,telephone receiver
U+1F4DF,1154,emoji number: 1154,pager
U+1F4E0,1155,emoji number: 1155,fax machine
U+1F50B,1156,emoji number: 1156,battery
U+1F50C,1157,emoji number: 1157,electric plug
U+1F4BB,1158,emoji number: 1158,laptop
U+1F5A5,1159,emoji number: 1159,desktop computer
U+1F5A8,1160,emoji number: 1160,printer
U+2328,1161,emoji number: 1161,keyboard
U+1F5B1,1162,emoji number: 1162,computer mouse
U+1F5B2,1163,emoji number: 1163,trackball
U+1F4BD,1164,emoji number: 1164,computer disk
U+1F4BE,1165,emoji number: 1165,floppy disk
U+1F4BF,1166,emoji number: 1166,optical disk
U+1F4C0,1167,emoji number: 1167,dvd
U+1F9EE,1168,emoji number: 1168,abacus
U+1F3A5,1169,emoji number: 1169,movie camera
U+1F39E,1170,emoji number: 1170,film frames
U+1F4FD,1171,emoji number: 1171,film projector
U+1F3AC,1172,emoji number: 1172,clapper board
U+1F4FA,1173,emoji number: 1173,television
U+1F4F7,1174,emoji number: 1174,camera
U+1F4F8,1175,emoji number: 1175,camera with flash
U+1F4F9,1176,emoji number: 1176,video camera
U+1F4FC,1177,emoji number: 1177,videocassette
U+1F50D,1178,emoji number: 1178,magnifying glass tilted left
U+1F50E,1179,emoji number: 1179,magnifying glass tilted right
U+1F56F,1180,emoji number: 1180,candle
U+1F4A1,1181,emoji number: 1181,light bulb
U+1F526,1182,emoji number: 1182,flashlight
U+1F3EE,1183,emoji number: 1183,red paper lantern
U+1FA94,1184,emoji number: 1184,diya lamp
U+1F4D4,1185,emoji number: 1185,notebook with decorative cover
U+1F4D5,1186,emoji number: 1186,closed book
U+1F4D6,1187,emoji number: 1187,open book
U+1F4D7,1188,emoji number: 1188,green book
U+1F4D8,1189,emoji number: 1189,blue book
U+1F4D9,1190,emoji number: 1190,orange book
U+1F4DA,1191,emoji number: 1191,books
U+1F4D3,1192,emoji number: 1192,notebook
U+1F4D2,1193,emoji number: 1193,ledger
U+1F4C3,1194,emoji number: 1194,page with curl
U+1F4DC,1195,emoji number: 1195,scroll
U+1F4C4,1196,emoji number: 1196,page facing up
U+1F4F0,1197,emoji number: 1197,newspaper
U+1F5DE,1198,emoji number: 1198,rolled-up newspaper
U+1F4D1,1199,emoji number: 1199,bookmark tabs
U+1F516,1200,emoji number: 1200,bookmark
U+1F3F7,1201,emoji number: 1201,label
U+1F4B0,1202,emoji number: 1202,money bag
U+1FA99,1203,emoji number: 1203,coin
U+1F4B4,1204,emoji number: 1204,yen banknote
U+1F4B5,1205,emoji number: 1205,dollar banknote
U+1F4B6,1206,emoji number: 1206,euro banknote
U+1F4B7,1207,emoji number: 1207,pound banknote
U+1F4B8,1208,emoji number: 1208,money with wings
U+1F4B3,1209,emoji number: 1209,credit card
U+1F9FE,1210,emoji number: 1210,receipt
U+1F4B9,1211,emoji number: 1211,chart increasing with yen
U+2709,1212,emoji number: 1212,envelope
U+1F4E7,1213,emoji number: 1213,e-mail
U+1F4E8,1214,emoji number: 1214,incoming envelope
U+1F4E9,1215,emoji number: 1215,envelope with arrow
U+1F4E4,1216,emoji number: 1216,outbox tray
U+1F4E5,1217,emoji number: 1217,inbox tray
U+1F4E6,1218,emoji number: 1218,package
U+1F4EB,1219,emoji number: 1219,closed mailbox with raised flag
U+1F4EA,1220,emoji number: 1220,closed mailbox with lowered flag
U+1F4EC,1221,emoji number: 1221,open mailbox with raised flag
U+1F4ED,1222,emoji number: 1222,open mailbox with lowered flag
U+1F4EE,1223,emoji number: 1223,postbox
U+1F5F3,1224,emoji number: 1224,ballot box with ballot
U+270F,1225,emoji number: 1225,pencil
U+2712,1226,emoji number: 1226,black nib
U+1F58B,1227,emoji number: 1227,fountain pen
U+1F58A,1228,emoji number: 1228,pen
U+1F58C,1229,emoji number: 1229,paintbrush
U+1F58D,1230,emoji number: 1230,crayon
U+1F4DD,1231,emoji number: 1231,memo
U+1F4BC,1232,emoji number: 1232,briefcase
U+1F4C1,1233,emoji number: 1233,file folder
U+1F4C2,1234,emoji number: 1234,open file folder
U+1F5C2,1235,emoji number: 1235,card index dividers
U+1F4C5,1236,emoji number: 1236,calendar
U+1F4C6,1237,emoji number: 1237,tear-off calendar
U+1F5D2,1238,emoji number: 1238,spiral notepad
U+1F5D3,1239,emoji number: 1239,spiral calendar
U+1F4C7,1240,emoji number: 1240,card index
U+1F4C8,1241,emoji number: 1241,chart increasing
U+1F4C9,1242,emoji number: 1242,chart decreasing
U+1F4CA,1243,emoji number: 1243,bar chart
U+1F4CB,1244,emoji number: 1244,clipboard
U+1F4CC,1245,emoji number: 1245,pushpin
U+1F4CD,1246,emoji number: 1246,round pushpin
U+1F4CE,1247,emoji number: 1247,paperclip
U+1F587,1248,emoji number: 1248,linked paperclips
U+1F4CF,1249,emoji number: 1249,straight ruler
U+1F4D0,1250,emoji number: 1250,triangular ruler
U+2702,1251,emoji number: 1251,scissors
U+1F5C3,1252,emoji number: 1252,card file box
U+1F5C4,1253,emoji number: 1253,file cabinet
U+1F5D1,1254,emoji number: 1254,wastebasket
U+1F512,1255,emoji number: 1255,locked
U+1F513,1256,emoji number: 1256,unlocked
U+1F50F,1257,emoji number: 1257,locked with pen
U+1F510,1258,emoji number: 1258,locked with key
U+1F511,1259,emoji number: 1259,key
U+1F5DD,1260,emoji number: 1260,old key
U+1F528,1261,emoji number: 1261,hammer
U+1FA93,1262,emoji number: 1262,axe
U+26CF,1263,emoji number: 1263,pick
U+2692,1264,emoji number: 1264,hammer and pick
U+1F6E0,1265,emoji number: 1265,hammer and wrench
U+1F5E1,1266,emoji number: 1266,dagger
U+2694,1267,emoji number: 1267,crossed swords
U+1F52B,1268,emoji number: 1268,water pistol
U+1FA83,1269,emoji number: 1269,boomerang
U+1F3F9,1270,emoji number: 1270,bow and arrow
U+1F6E1,1271,emoji number: 1271,shield
U+1FA9A,1272,emoji number: 1272,carpentry saw
U+1F527,1273,emoji number: 1273,wrench
U+1FA9B,1274,emoji number: 1274,screwdriver
U+1F529,1275,emoji number: 1275,nut and bolt
U+2699,1276,emoji number: 1276,gear
U+1F5DC,1277,emoji number: 1277,clamp
U+2696,1278,emoji number: 1278,balance scale
U+1F9AF,1279,emoji number: 1279,white cane
U+1F517,1280,emoji number: 1280,link
U+26D3,1281,emoji number: 1281,chains
U+1FA9D,1282,emoji number: 1282,hook
U+1F9F0,1283,emoji number: 1283,toolbox
U+1F9F2,1284,emoji number: 1284,magnet
U+1FA9C,1285,emoji number: 1285,ladder
U+2697,1286,emoji number: 1286,alembic
U+1F9EA,1287,emoji number: 1287,test tube
U+1F9EB,1288,emoji number: 1288,petri dish
U+1F9EC,1289,emoji number: 1289,dna
U+1F52C,1290,emoji number: 1290,microscope
U+1F52D,1291,emoji number: 1291,telescope
U+1F4E1,1292,emoji number: 1292,satellite antenna
U+1F489,1293,emoji number: 1293,syringe
U+1FA78,1294,emoji number: 1294,drop of blood
U+1F48A,1295,emoji number: 1295,pill
U+1FA79,1296,emoji number: 1296,adhesive bandage
U+1FA7A,1297,emoji number: 1297,stethoscope
U+1F6AA,1298,emoji number: 1298,door
U+1F6D7,1299,emoji number: 1299,elevator
U+1FA9E,1300,emoji number: 1300,mirror
U+1FA9F,1301,emoji number: 1301,window
U+1F6CF,1302,emoji number: 1302,bed
U+1F6CB,1303,emoji number: 1303,couch and lamp
U+1FA91,1304,emoji number: 1304,chair
U+1F6BD,1305,emoji number: 1305,toilet
U+1FAA0,1306,emoji number: 1306,plunger
U+1F6BF,1307,emoji number: 1307,shower
U+1F6C1,1308,emoji number: 1308,bathtub
U+1FAA4,1309,emoji number: 1309,mouse trap
U+1FA92,1310,emoji number: 1310,razor
U+1F9F4,1311,emoji number: 1311,lotion bottle
U+1F9F7,1312,emoji number: 1312,safety pin
U+1F9F9,1313,emoji number: 1313,broom
U+1F9FA,1314,emoji number: 1314,basket
U+1F9FB,1315,emoji number: 1315,roll of paper
U+1FAA3,1316,emoji number: 1316,bucket
U+1F9FC,1317,emoji number: 1317,soap
U+1FAA5,1318,emoji number: 1318,toothbrush
U+1F9FD,1319,emoji number: 1319,sponge
U+1F9EF,1320,emoji number: 1320,fire extinguisher
U+1F6D2,1321,emoji number: 1321,shopping cart
U+1F6AC,1322,emoji number: 1322,cigarette
U+26B0,1323,emoji number: 1323,coffin
U+1FAA6,1324,emoji number: 1324,headstone
U+26B1,1325,emoji number: 1325,funeral urn
U+1F5FF,1326,emoji number: 1326,moai
U+1FAA7,1327,emoji number: 1327,placard
U+1F3E7,1328,emoji number: 1328,ATM sign
U+1F6AE,1329,emoji number: 1329,litter in bin sign
U+1F6B0,1330,emoji number: 1330,potable water
U+267F,1331,emoji number: 1331,wheelchair symbol
U+1F6B9,1332,emoji number: 1332,men’s room
U+1F6BA,1333,emoji number: 1333,women’s room
U+1F6BB,1334,emoji number: 1334,restroom
U+1F6BC,1335,emoji number: 1335,baby symbol
U+1F6BE,1336,emoji number: 1336,water closet
U+1F6C2,1337,emoji number: 1337,passport control
U+1F6C3,1338,emoji number: 1338,customs
U+1F6C4,1339,emoji number: 1339,baggage claim
U+1F6C5,1340,emoji number: 1340,left luggage
U+26A0,1341,emoji number: 1341,warning
U+1F6B8,1342,emoji number: 1342,children crossing
U+26D4,1343,emoji number: 1343,no entry
U+1F6AB,1344,emoji number: 1344,prohibited
U+1F6B3,1345,emoji number: 1345,no bicycles
U+1F6AD,1346,emoji number: 1346,no smoking
U+1F6AF,1347,emoji number: 1347,no littering
U+1F6B1,1348,emoji number: 1348,non-potable water
U+1F6B7,1349,emoji number: 1349,no pedestrians
U+1F4F5,1350,emoji number: 1350,no mobile phones
U+1F51E,1351,emoji number: 1351,no one under eighteen
U+2622,1352,emoji number: 1352,radioactive
U+2623,1353,emoji number: 1353,biohazard
U+2B06,1354,emoji number: 1354,up arrow
U+2197,1355,emoji number: 1355,up-right arrow
U+27A1,1356,emoji number: 1356,right arrow
U+2198,1357,emoji number: 1357,down-right arrow
U+2B07,1358,emoji number: 1358,down arrow
U+2199,1359,emoji number: 1359,down-left arrow
U+2B05,1360,emoji number: 1360,left arrow
U+2196,1361,emoji number: 1361,up-left arrow
U+2195,1362,emoji number: 1362,up-down arrow
U+2194,1363,emoji number: 1363,left-right arrow
U+21A9,1364,emoji number: 1364,right arrow curving left
U+21AA,1365,emoji number: 1365,left arrow curving right
U+2934,1366,emoji number: 1366,right arrow curving up
U+2935,1367,emoji number: 1367,right arrow curving down
U+1F503,1368,emoji number: 1368,clockwise vertical arrows
U+1F504,1369,emoji number: 1369,counterclockwise arrows button
U+1F519,1370,emoji number: 1370,BACK arrow
U+1F51A,1371,emoji number: 1371,END arrow
U+1F51B,1372,emoji number: 1372,ON! arrow
U+1F51C,1373,emoji number: 1373,SOON arrow
U+1F51D,1374,emoji number: 1374,TOP arrow
U+1F6D0,1375,emoji number: 1375,place of worship
U+269B,1376,emoji number: 1376,atom symbol
U+1F549,1377,emoji number: 1377,om
U+2721,1378,emoji number: 1378,star of David
U+2638,1379,emoji number: 1379,wheel of dharma
U+262F,1380,emoji number: 1380,yin yang
U+271D,1381,emoji number: 1381,latin cross
U+2626,1382,emoji number: 1382,orthodox cross
U+262A,1383,emoji number: 1383,star and crescent
U+262E,1384,emoji number: 1384,peace symbol
U+1F54E,1385,emoji number: 1385,menorah
U+1F52F,1386,emoji number: 1386,dotted six-pointed star
U+2648,1387,emoji number: 1387,Aries
U+2649,1388,emoji number: 1388,Taurus
U+264A,1389,emoji number: 1389,Gemini
U+264B,1390,emoji number: 1390,Cancer
U+264C,1391,emoji number: 1391,Leo
U+264D,1392,emoji number: 1392,Virgo
U+264E,1393,emoji number: 1393,Libra
U+264F,1394,emoji number: 1394,Scorpio
U+2650,1395,emoji number: 1395,Sagittarius
U+2651,1396,emoji number: 1396,Capricorn
U+2652,1397,emoji number: 1397,Aquarius
U+2653,1398,emoji number: 1398,Pisces
U+26CE,1399,emoji number: 1399,Ophiuchus
U+1F500,1400,emoji number: 1400,shuffle tracks button
U+1F501,1401,emoji number: 1401,repeat button
U+1F502,1402,emoji number: 1402,repeat single button
U+25B6,1403,emoji number: 1403,play button
U+23E9,1404,emoji number: 1404,fast-forward button
U+23ED,1405,emoji number: 1405,next track button
U+23EF,1406,emoji number: 1406,play or pause button
U+25C0,1407,emoji number: 1407,reverse button
U+23EA,1408,emoji number: 1408,fast reverse button
U+23EE,1409,emoji number: 1409,last track button
U+1F53C,1410,emoji number: 1410,upwards button
U+23EB,1411,emoji number: 1411,fast up button
U+1F53D,1412,emoji number: 1412,downwards button
U+23EC,1413,emoji number: 1413,fast down button
U+23F8,1414,emoji number: 1414,pause button
U+23F9,1415,emoji number: 1415,stop button
U+23FA,1416,emoji number: 1416,record button
U+23CF,1417,emoji number: 1417,eject button
U+1F3A6,1418,emoji number: 1418,cinema
U+1F505,1419,emoji number: 1419,dim button
U+1F506,1420,emoji number: 1420,bright button
U+1F4F6,1421,emoji number: 1421,antenna bars
U+1F4F3,1422,emoji number: 1422,vibration mode
U+1F4F4,1423,emoji number: 1423,mobile phone off
U+2640,1424,emoji number: 1424,female sign
U+2642,1425,emoji number: 1425,male sign
U+26A7,1426,emoji number: 1426,transgender symbol
U+2716,1427,emoji number: 1427,multiply
U+2795,1428,emoji number: 1428,plus
U+2796,1429,emoji number: 1429,minus
U+2797,1430,emoji number: 1430,divide
U+267E,1431,emoji number: 1431,infinity
U+203C,1432,emoji number: 1432,double exclamation mark
U+2049,1433,emoji number: 1433,exclamation question mark
U+2753,1434,emoji number: 1434,red question mark
U+2754,1435,emoji number: 1435,white question mark
U+2755,1436,emoji number: 1436,white exclamation mark
U+2757,1437,emoji number: 1437,red exclamation mark
U+3030,1438,emoji number: 1438,wavy dash
U+1F4B1,1439,emoji number: 1439,currency exchange
U+1F4B2,1440,emoji number: 1440,heavy dollar sign
U+2695,1441,emoji number: 1441,medical symbol
U+267B,1442,emoji number: 1442,recycling symbol
U+269C,1443,emoji number: 1443,fleur-de-lis
U+1F531,1444,emoji number: 1444,trident emblem
U+1F4DB,1445,emoji number: 1445,name badge
U+1F530,1446,emoji number: 1446,Japanese symbol for beginner
U+2B55,1447,emoji number: 1447,hollow red circle
U+2705,1448,emoji number: 1448,check mark button
U+2611,1449,emoji number: 1449,check box with check
U+2714,1450,emoji number: 1450,check mark
U+274C,1451,emoji number: 1451,cross mark
U+274E,1452,emoji number: 1452,cross mark button
U+27B0,1453,emoji number: 1453,curly loop
U+27BF,1454,emoji number: 1454,double curly loop
U+303D,1455,emoji number: 1455,part alternation mark
U+2733,1456,emoji number: 1456,eight-spoked asterisk
U+2734,1457,emoji number: 1457,eight-pointed star
U+2747,1458,emoji number: 1458,sparkle
U+00A9,1459,emoji number: 1459,copyright
U+00AE,1460,emoji number: 1460,registered
U+2122,1461,emoji number: 1461,trade mark
U+0023 U+FE0F U+20E3,1462,emoji number: 1462,keycap: #
U+002A U+FE0F U+20E3,1463,emoji number: 1463,keycap: *
U+0030 U+FE0F U+20E3,1464,emoji number: 1464,keycap: 0
U+0031 U+FE0F U+20E3,1465,emoji number: 1465,keycap: 1
U+0032 U+FE0F U+20E3,1466,emoji number: 1466,keycap: 2
U+0033 U+FE0F U+20E3,1467,emoji number: 1467,keycap: 3
U+0034 U+FE0F U+20E3,1468,emoji number: 1468,keycap: 4
U+0035 U+FE0F U+20E3,1469,emoji number: 1469,keycap: 5
U+0036 U+FE0F U+20E3,1470,emoji number: 1470,keycap: 6
U+0037 U+FE0F U+20E3,1471,emoji number: 1471,keycap: 7
U+0038 U+FE0F U+20E3,1472,emoji number: 1472,keycap: 8
U+0039 U+FE0F U+20E3,1473,emoji number: 1473,keycap: 9
U+1F51F,1474,emoji number: 1474,keycap: 10
U+1F520,1475,emoji number: 1475,input latin uppercase
U+1F521,1476,emoji number: 1476,input latin lowercase
U+1F522,1477,emoji number: 1477,input numbers
U+1F523,1478,emoji number: 1478,input symbols
U+1F524,1479,emoji number: 1479,input latin letters
U+1F170,1480,emoji number: 1480,A button (blood type)
U+1F18E,1481,emoji number: 1481,AB button (blood type)
U+1F171,1482,emoji number: 1482,B button (blood type)
U+1F191,1483,emoji number: 1483,CL button
U+1F192,1484,emoji number: 1484,COOL button
U+1F193,1485,emoji number: 1485,FREE button
U+2139,1486,emoji number: 1486,information
U+1F194,1487,emoji number: 1487,ID button
U+24C2,1488,emoji number: 1488,circled M
U+1F195,1489,emoji number: 1489,NEW button
U+1F196,1490,emoji number: 1490,NG button
U+1F17E,1491,emoji number: 1491,O button (blood type)
U+1F197,1492,emoji number: 1492,OK button
U+1F17F,1493,emoji number: 1493,P button
U+1F198,1494,emoji number: 1494,SOS button
U+1F199,1495,emoji number: 1495,UP! button
U+1F19A,1496,emoji number: 1496,VS button
U+1F201,1497,emoji number: 1497,Japanese “here” button
U+1F202,1498,emoji number: 1498,Japanese “service charge” button
U+1F237,1499,emoji number: 1499,Japanese “monthly amount” button
U+1F236,1500,emoji number: 1500,Japanese “not free of charge” button
U+1F22F,1501,emoji number: 1501,Japanese “reserved” button
U+1F250,1502,emoji number: 1502,Japanese “bargain” button
U+1F239,1503,emoji number: 1503,Japanese “discount” button
U+1F21A,1504,emoji number: 1504,Japanese “free of charge” button
U+1F232,1505,emoji number: 1505,Japanese “prohibited” button
U+1F251,1506,emoji number: 1506,Japanese “acceptable” button
U+1F238,1507,emoji number: 1507,Japanese “application” button
U+1F234,1508,emoji number: 1508,Japanese “passing grade” button
U+1F233,1509,emoji number: 1509,Japanese “vacancy” button
U+3297,1510,emoji number: 1510,Japanese “congratulations” button
U+3299,1511,emoji number: 1511,Japanese “secret” button
U+1F23A,1512,emoji number: 1512,Japanese “open for business” button
U+1F235,1513,emoji number: 1513,Japanese “no vacancy” button
U+1F534,1514,emoji number: 1514,red circle
U+1F7E0,1515,emoji number: 1515,orange circle
U+1F7E1,1516,emoji number: 1516,yellow circle
U+1F7E2,1517,emoji number: 1517,green circle
U+1F535,1518,emoji number: 1518,blue circle
U+1F7E3,1519,emoji number: 1519,purple circle
U+1F7E4,1520,emoji number: 1520,brown circle
U+26AB,1521,emoji number: 1521,black circle
U+26AA,1522,emoji number: 1522,white circle
U+1F7E5,1523,emoji number: 1523,red square
U+1F7E7,1524,emoji number: 1524,orange square
U+1F7E8,1525,emoji number: 1525,yellow square
U+1F7E9,1526,emoji number: 1526,green square
U+1F7E6,1527,emoji number: 1527,blue square
U+1F7EA,1528,emoji number: 1528,purple square
U+1F7EB,1529,emoji number: 1529,brown square
U+2B1B,1530,emoji number: 1530,black large square
U+2B1C,1531,emoji number: 1531,white large square
U+25FC,1532,emoji number: 1532,black medium square
U+25FB,1533,emoji number: 1533,white medium square
U+25FE,1534,emoji number: 1534,black medium-small square
U+25FD,1535,emoji number: 1535,white medium-small square
U+25AA,1536,emoji number: 1536,black small square
U+25AB,1537,emoji number: 1537,white small square
U+1F536,1538,emoji number: 1538,large orange diamond
U+1F537,1539,emoji number: 1539,large blue diamond
U+1F538,1540,emoji number: 1540,small orange diamond
U+1F539,1541,emoji number: 1541,small blue diamond
U+1F53A,1542,emoji number: 1542,red triangle pointed up
U+1F53B,1543,emoji number: 1543,red triangle pointed down
U+1F4A0,1544,emoji number: 1544,diamond with a dot
U+1F518,1545,emoji number: 1545,radio button
U+1F533,1546,emoji number: 1546,white square button
U+1F532,1547,emoji number: 1547,black square button
U+1F3C1,1548,emoji number: 1548,chequered flag
U+1F6A9,1549,emoji number: 1549,triangular flag
U+1F38C,1550,emoji number: 1550,crossed flags
U+1F3F4,1551,emoji number: 1551,black flag
U+1F3F3,1552,emoji number: 1552,white flag
U+1F3F3 U+FE0F U+200D U+1F308,1553,emoji number: 1553,rainbow flag
U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F,1554,emoji number: 1554,transgender flag
U+1F3F4 U+200D U+2620 U+FE0F,1555,emoji number: 1555,pirate flag
U+1F1E6 U+1F1E8,1556,emoji number: 1556,flag: Ascension Island
U+1F1E6 U+1F1E9,1557,emoji number: 1557,flag: Andorra
U+1F1E6 U+1F1EA,1558,emoji number: 1558,flag: United Arab Emirates
U+1F1E6 U+1F1EB,1559,emoji number: 1559,flag: Afghanistan
U+1F1E6 U+1F1EC,1560,emoji number: 1560,flag: Antigua & Barbuda
U+1F1E6 U+1F1EE,1561,emoji number: 1561,flag: Anguilla
U+1F1E6 U+1F1F1,1562,emoji number: 1562,flag: Albania
U+1F1E6 U+1F1F2,1563,emoji number: 1563,flag: Armenia
U+1F1E6 U+1F1F4,1564,emoji number: 1564,flag: Angola
U+1F1E6 U+1F1F6,1565,emoji number: 1565,flag: Antarctica
U+1F1E6 U+1F1F7,1566,emoji number: 1566,flag: Argentina
U+1F1E6 U+1F1F8,1567,emoji number: 1567,flag: American Samoa
U+1F1E6 U+1F1F9,1568,emoji number: 1568,flag: Austria
U+1F1E6 U+1F1FA,1569,emoji number: 1569,flag: Australia
U+1F1E6 U+1F1FC,1570,emoji number: 1570,flag: Aruba
U+1F1E6 U+1F1FD,1571,emoji number: 1571,flag: Åland Islands
U+1F1E6 U+1F1FF,1572,emoji number: 1572,flag: Azerbaijan
U+1F1E7 U+1F1E6,1573,emoji number: 1573,flag: Bosnia & Herzegovina
U+1F1E7 U+1F1E7,1574,emoji number: 1574,flag: Barbados
U+1F1E7 U+1F1E9,1575,emoji number: 1575,flag: Bangladesh
U+1F1E7 U+1F1EA,1576,emoji number: 1576,flag: Belgium
U+1F1E7 U+1F1EB,1577,emoji number: 1577,flag: Burkina Faso
U+1F1E7 U+1F1EC,1578,emoji number: 1578,flag: Bulgaria
U+1F1E7 U+1F1ED,1579,emoji number: 1579,flag: Bahrain
U+1F1E7 U+1F1EE,1580,emoji number: 1580,flag: Burundi
U+1F1E7 U+1F1EF,1581,emoji number: 1581,flag: Benin
U+1F1E7 U+1F1F1,1582,emoji number: 1582,flag: St. Barthélemy
U+1F1E7 U+1F1F2,1583,emoji number: 1583,flag: Bermuda
U+1F1E7 U+1F1F3,1584,emoji number: 1584,flag: Brunei
U+1F1E7 U+1F1F4,1585,emoji number: 1585,flag: Bolivia
U+1F1E7 U+1F1F6,1586,emoji number: 1586,flag: Caribbean Netherlands
U+1F1E7 U+1F1F7,1587,emoji number: 1587,flag: Brazil
U+1F1E7 U+1F1F8,1588,emoji number: 1588,flag: Bahamas
U+1F1E7 U+1F1F9,1589,emoji number: 1589,flag: Bhutan
U+1F1E7 U+1F1FB,1590,emoji number: 1590,flag: Bouvet Island
U+1F1E7 U+1F1FC,1591,emoji number: 1591,flag: Botswana
U+1F1E7 U+1F1FE,1592,emoji number: 1592,flag: Belarus
U+1F1E7 U+1F1FF,1593,emoji number: 1593,flag: Belize
U+1F1E8 U+1F1E6,1594,emoji number: 1594,flag: Canada
U+1F1E8 U+1F1E8,1595,emoji number: 1595,flag: Cocos (Keeling) Islands
U+1F1E8 U+1F1E9,1596,emoji number: 1596,flag: Congo - Kinshasa
U+1F1E8 U+1F1EB,1597,emoji number: 1597,flag: Central African Republic
U+1F1E8 U+1F1EC,1598,emoji number: 1598,flag: Congo - Brazzaville
U+1F1E8 U+1F1ED,1599,emoji number: 1599,flag: Switzerland
U+1F1E8 U+1F1EE,1600,emoji number: 1600,flag: Côte d’Ivoire
U+1F1E8 U+1F1F0,1601,emoji number: 1601,flag: Cook Islands
U+1F1E8 U+1F1F1,1602,emoji number: 1602,flag: Chile
U+1F1E8 U+1F1F2,1603,emoji number: 1603,flag: Cameroon
U+1F1E8 U+1F1F3,1604,emoji number: 1604,flag: China
U+1F1E8 U+1F1F4,1605,emoji number: 1605,flag: Colombia
U+1F1E8 U+1F1F5,1606,emoji number: 1606,flag: Clipperton Island
U+1F1E8 U+1F1F7,1607,emoji number: 1607,flag: Costa Rica
U+1F1E8 U+1F1FA,1608,emoji number: 1608,flag: Cuba
U+1F1E8 U+1F1FB,1609,emoji number: 1609,flag: Cape Verde
U+1F1E8 U+1F1FC,1610,emoji number: 1610,flag: Curaçao
U+1F1E8 U+1F1FD,1611,emoji number: 1611,flag: Christmas Island
U+1F1E8 U+1F1FE,1612,emoji number: 1612,flag: Cyprus
U+1F1E8 U+1F1FF,1613,emoji number: 1613,flag: Czechia
U+1F1E9 U+1F1EA,1614,emoji number: 1614,flag: Germany
U+1F1E9 U+1F1EC,1615,emoji number: 1615,flag: Diego Garcia
U+1F1E9 U+1F1EF,1616,emoji number: 1616,flag: Djibouti
U+1F1E9 U+1F1F0,1617,emoji number: 1617,flag: Denmark
